director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genre_1,genre_2,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes,profit,return_on_investment
Richard E. Grant,49,97,554,530,Julie Walters,876,233103,Drama,NA,Emily Watson,Wah-Wah ,2670,2544,Miranda Richardson,3,alcoholic|alcoholic father|stepmother|swaziland|unfaithful wife,50,Others,R,7000000,2005,838,6.9,311,-6766897,-96.66995714285714
Clint Eastwood,38,115,16000,240,Chris Penn,16000,41400000,Western,NA,Clint Eastwood,Pale Rider ,39451,17209,Sydney Penny,0,gold|miner|preacher|prospector|sheriff,138,USA,R,6900000,1985,455,7.3,0,34500000,500
Richard Linklater,152,102,0,787,Adam Goldberg,14000,7993039,Comedy,NA,Milla Jovovich,Dazed and Confused ,120036,18643,Cole Hauser,1,football|hazing|high school|last day of school|pledge,408,USA,R,6900000,1993,1000,7.7,10000,1093039,15.841144927536233
Max Färberböck,63,125,4,36,Johanna Wokalek,177,927107,Biography,Romance,Heike Makatsch,Aimee & Jaguar ,5153,333,Maria Schrader,1,lesbian mother|lesbian parent|lesbian relationship|lesbian romance|lesbianism,51,Others,NA,15000000,1999,66,7.3,687,-14072893,-93.81928666666667
Arie Posin,74,108,3,436,John Heard,710,49526,Comedy,NA,Rory Culkin,The Chumscrubber ,16299,2119,Tim DeKay,1,chumscrubber|death|friend|pills|school,129,USA,R,6800000,2005,697,7,1000,-6750474,-99.27167647058823
Damian Nieman,25,101,0,83,Jason Cerbone,240,10696,Crime,NA,Glenn Plummer,Shade ,10771,490,Mark De Alessandro,8,bar|strip club|stripper|texas hold 'em|thong,65,USA,R,6800000,2003,83,6.4,413,-6789304,-99.84270588235294
Mark Tonderai,224,101,13,261,Nolan Gerard Funk,34000,31607598,Drama,Thriller,Jennifer Lawrence,House at the End of the Street ,58366,35717,Gil Bellows,1,brother sister relationship|death of sister|female protagonist|mother daughter relationship|murder,160,Others,PG-13,6900000,2012,924,5.6,10000,24707598,358.0811304347826
Denis Villeneuve,226,139,777,58,Mélissa Désormeaux-Poulin,131,6857096,Drama,War,Lubna Azabal,Incendies ,80429,343,Ahmad Massad,0,brother sister relationship|family relationships|middle east|mother son relationship|twin brother and sister,156,Others,R,6800000,2010,66,8.2,37000,57096,0.8396470588235293
Gabriele Muccino,36,125,125,11,Silvio Muccino,60,223878,Comedy,Romance,Laura Morante,"Remember Me, My Love ",3548,132,Giulia Michelini,1,box office hit|dancer|sex scene|television|underage sex,21,Others,R,5000000,2003,29,6.5,282,-4776122,-95.52244
José Padilha,142,115,294,15,Fernanda Machado,585,8060,Action,Drama,Wagner Moura,Elite Squad ,81644,666,André Ramiro,1,brazil|military police|police|rio de janeiro brazil|slum,107,Others,R,4000000,2007,39,8.1,11000,-3991940,-99.7985
John R. Leonetti,271,99,40,300,Annabelle Wallis,1000,84263837,Horror,NA,Alfre Woodard,Annabelle ,81699,2323,Gabriel Bateman,0,horror movie prequel|murder|paranormal activity|self sacrifice|suicide,291,USA,R,6500000,2014,421,5.4,45000,77763837,1196.366723076923
Rachel Perkins,33,88,3,38,Magda Szubanski,46,110029,Comedy,Musical,Deborah Mailman,Bran Nue Dae ,1388,225,Jessica Mauboy,7,australia|journey|love|priest|traveling,31,Others,PG-13,6500000,2009,46,6.3,479,-6389971,-98.30724615384615
John Singleton,64,112,309,15,Lloyd Avery II,27,57504069,Crime,NA,John Cothran,Boyz n the Hood ,94139,106,Na'Blonka Durden,2,drugs|escape|football|friend|violence,183,USA,R,6000000,1991,26,7.8,0,51504069,858.40115
Luis Valdez,18,108,7,51,Rosanna DeSoto,699,54215416,Biography,Music,Esai Morales,La Bamba ,21409,936,Danielle von Zerneck,1,crash|hispanic|interracial relationship|interracial romance|racism,63,USA,PG-13,6500000,1987,63,6.8,0,47715416,734.0833230769231
Brian De Palma,121,104,0,517,David Margulies,754,31899000,Mystery,Thriller,Angie Dickinson,Dressed to Kill ,23986,2442,Nancy Allen,0,apartment|elevator|murder|psychiatrist|sunglasses,201,USA,X,6500000,1980,567,7.1,0,25399000,390.75384615384615
Stephen Sommers,14,108,208,689,Frances Conroy,876,24103594,Adventure,Drama,Curtis Armstrong,The Adventures of Huck Finn ,6384,4840,Anne Heche,0,boy|lesson|mississippi river|river|slave,54,USA,PG,6500000,1993,827,6.2,391,17603594,270.82452307692307
Doug Liman,137,102,218,376,Jay Mohr,900,16842303,Comedy,NA,Sarah Polley,Go ,59474,2475,Scott Wolf,3,drug deal|drugs|sex|sex on stairs|strip club,418,USA,R,6500000,1999,563,7.3,0,10342303,159.11235384615387
Nicole Holofcener,111,88,132,180,Marin Hinkle,435,13367101,Comedy,Romance,Greg Germann,Friends with Money ,19715,1140,Jake Cherry,2,friend|friendship|marital problem|money problems|nervous breakdown,166,USA,R,6500000,2006,230,5.9,515,6867101,105.64770769230769
Louis Morneau,97,91,38,91,Bob Gunton,730,10149779,Horror,Thriller,Leon,Bats ,8294,1405,Ned Bellamy,0,animal attack|bat|creature feature|experiment|mad scientist,160,USA,PG-13,6500000,1999,461,3.6,342,3649779,56.150446153846154
Caroline Link,73,141,11,8,Juliane Köhler,56,6173485,Biography,NA,Merab Ninidze,Nowhere in Africa ,10672,105,Matthias Habich,0,breasts|farm|jew|kenya|tween girl,84,Others,R,7000000,2001,36,7.7,802,-826515,-11.807357142857143
Steve McQueen,486,101,0,726,Nicole Beharie,13000,4000304,Drama,NA,Michael Fassbender,Shame ,145395,15230,James Badge Dale,0,female frontal nudity|female nudity|male nudity|sex addict|sex addiction,375,Others,NC-17,6500000,2011,898,7.3,23000,-2499696,-38.45686153846154
Matthew Vaughn,149,105,905,466,Sally Hawkins,27000,2338695,Crime,Thriller,Tom Hardy,Layer Cake ,134070,29277,Jamie Foreman,1,cake|cocaine|drugs|pills|serbian,263,Others,R,4000000,2004,594,7.4,0,-1661305,-41.532625
Sterling Van Wagenen,4,100,0,266,Eric Johnson,1000,2024854,Drama,NA,Emily Podleski,The Work and the Glory II: American Zion ,564,1942,Brenda Strong,2,estrangement|missouri|mormon|mormon church|mormon temple,21,USA,PG-13,6500000,2005,373,6.6,19,-4475146,-68.8484
Zal Batmanglij,200,116,129,782,Julia Ormond,10000,2268296,Drama,NA,Alexander Skarsgård,The East ,41856,13180,Jason Ritter,4,anarchist|corporation|greedy institution|vomiting|watching television,119,Others,PG-13,6500000,2013,918,6.9,12000,-4231704,-65.10313846153846
Michael Mayer,84,97,15,874,Matt Frewer,18000,1029017,Drama,NA,Robin Wright,A Home at the End of the World ,12049,21107,Sissy Spacek,2,hand job|hugging|long hair|new york city|two men one woman,135,USA,R,6500000,2004,986,6.8,1000,-5470983,-84.16896923076924
Hans Petter Moland,28,106,19,0,Sara-Marie Maltha,844,64148,Drama,NA,Charlotte Rampling,Aberdeen ,2601,846,Stellan Skarsgård,0,death|ferry|lawyer|norway|vomiting,35,Others,NA,6500000,2000,2,7.3,260,-6435852,-99.01310769230768
Oren Moverman,217,105,38,706,Yaya DaCosta,12000,66637,Drama,War,Steve Buscemi,The Messenger ,29608,14462,Eamonn Walker,0,captain|casualty notification|casualty notification team|sergeant|staff sergeant,92,USA,R,6500000,2009,712,7.2,0,-6433363,-98.97481538461538
Anton Corbijn,183,122,210,471,Samantha Morton,845,871577,Biography,Music,Sam Riley,Control ,51353,2614,Alexandra Maria Lara,1,band|employment agency|singer|stage fright|suicide,143,Others,R,4500000,2007,631,7.7,13000,-3628423,-80.63162222222222
James Cameron,204,107,0,255,Brian Thompson,2000,38400000,Action,NA,Michael Biehn,The Terminator ,600266,3582,Paul Winfield,1,cyborg|future war|robot|shootout in a police station|urban setting,692,Others,R,6500000,1984,663,8.1,13000,31900000,490.76923076923083
Wolfgang Becker,153,121,31,43,Chulpan Khamatova,65,4063859,Drama,NA,Florian Lukas,Good Bye Lenin! ,114407,200,Burghart Klaußner,2,coma|east germany|german democratic republic|germany|heart attack,225,Others,R,4800000,2003,51,7.7,11000,-736141,-15.336270833333332
Tom Hooper,145,98,0,27,Mark Bazeley,1000,449558,Biography,Sport,Stephen Graham,The Damned United ,32307,1163,Maurice Roëves,2,cup|derby county|flashback|football|leeds united,75,Others,R,10000000,2009,54,7.6,0,-9550442,-95.50442
Kevin Smith,93,123,0,781,Jason Mewes,1000,2122561,Comedy,NA,Ethan Suplee,Mallrats ,99033,3254,Joey Lauren Adams,6,comic|ex girlfriend|jay and silent bob|mall|teenager,434,USA,R,6000000,1995,898,7.2,0,-3877439,-64.62398333333333
Randal Kleiser,124,110,116,898,Stockard Channing,1000,181360000,Musical,NA,Olivia Newton-John,Grease ,170027,5127,Sid Caesar,2,automobile racing|boyfriend girlfriend relationship|high school|wrestling|year 1959,350,USA,PG-13,6000000,1978,944,7.2,13000,175360000,2922.6666666666665
Oliver Stone,120,120,0,576,Tom Berenger,40000,137963328,Drama,NA,Johnny Depp,Platoon ,291603,42028,Kevin Dillon,0,1960s|famous score|hero|vietnam|vietnam war,505,Others,R,6000000,1986,854,8.1,9000,131963328,2199.3887999999997
Michael Moore,288,122,909,282,Stevie Wonder,503,119078393,Documentary,War,Osama bin Laden,Fahrenheit 9/11 ,113152,1448,Ricky Martin,0,anti war|interview|iraq|paranoia|war on terrorism,1416,USA,R,6000000,2004,328,7.5,0,113078393,1884.6398833333333
George Roy Hill,130,110,131,399,Ted Cassidy,640,102308900,Biography,Drama,Katharine Ross,Butch Cassidy and the Sundance Kid ,152089,2169,Kenneth Mars,1,bolivia|gang|outlaw|posse|train,309,USA,M,6000000,1969,566,8.1,0,96308900,1605.1483333333333
Robert Stevenson,145,139,55,266,Glynis Johns,382,102300000,Comedy,Fantasy,Ed Wynn,Mary Poppins ,107408,2045,Elsa Lanchester,2,banker|female protagonist|live action and animation|magic|nanny,259,USA,Approved,6000000,1964,279,7.8,0,96300000,1605
Robert Redford,62,124,0,535,Elizabeth McGovern,2000,54800000,Drama,NA,Adam Baldwin,Ordinary People ,35130,5122,Judd Hirsch,3,choir|death|friend|suicide|therapy,283,USA,R,6000000,1980,553,7.8,0,48800000,813.3333333333333
Frank Coraci,188,120,153,447,Steve Coogan,1000,24004159,Action,Comedy,Jim Broadbent,Around the World in 80 Days ,68722,3175,Cécile De France,0,19th century|around the world|inventor|martial arts|train,191,USA,PG,110000000,2004,1000,5.8,0,-85995841,-78.17803727272728
Jerome Robbins,120,152,34,249,George Chakiris,804,43650000,Crime,Musical,Rita Moreno,West Side Story ,71919,1802,Richard Beymer,0,dance|gang|new york city|puerto rican|tragedy,316,USA,Unrated,6000000,1961,271,7.6,0,37650000,627.5
Harold Ramis,71,98,11000,484,Rodney Dangerfield,13000,39800000,Comedy,NA,Bill Murray,Caddyshack ,81599,14921,Brian Doyle-Murray,3,caddy|country club|golf course|gopher|nudity,250,USA,R,6000000,1980,573,7.4,0,33800000,563.3333333333334
Gary Hardwick,52,106,10,578,Tatyana Ali,3000,27457409,Comedy,NA,Julie Benz,The Brothers ,3198,6419,Jenifer Lewis,4,african american|commitment|friend|friendship|playboy,43,USA,R,6000000,2001,685,6.3,478,21457409,357.62348333333335
Rick Famuyiwa,18,106,44,328,Tamala Jones,865,25047631,Comedy,Romance,Omar Epps,The Wood ,6585,2724,Richard T. Jones,0,flashback|friendship|public nudity|shower|wedding,50,USA,R,6000000,1999,405,6.9,990,19047631,317.4605166666667
Bryan Singer,162,106,0,574,Chazz Palminteri,18000,23272306,Crime,Mystery,Kevin Spacey,The Usual Suspects ,740918,20821,Kevin Pollak,4,criminal|dirty cop|flashback|limping|suspect,1182,USA,R,6000000,1995,979,8.6,28000,17272306,287.87176666666664
Stephen Hopkins,88,89,81,92,Kelly Jo Minter,321,22168359,Fantasy,Romance,Lisa Wilcox,A Nightmare on Elm Street 5: The Dream Child ,29659,584,Matthew Borlenghi,0,child|comic book|dream|murderer|nightmare,227,USA,X,8000000,1989,101,5.1,1000,14168359,177.1044875
Walt Becker,96,94,12,583,Curtis Armstrong,16000,21005329,Comedy,NA,Ryan Reynolds,Van Wilder: Party Liaison ,89128,19341,Erik Estrada,0,college|love|party|reporter|tuition,258,Others,R,6000000,2002,876,6.4,0,15005329,250.08881666666665
Darren Aronofsky,391,109,0,120,John D'Leo,1000,26236603,Drama,NA,Mark Margolis,The Wrestler ,251349,1582,Ajay Naidu,0,heart attack|stripper|supermarket|wrestler|wrestling,547,USA,R,6000000,2008,245,7.9,10000,20236603,337.2767166666667
Christopher Guest,119,90,378,658,Catherine O'Hara,957,18621249,Comedy,NA,John Michael Higgins,Best in Show ,45859,4611,Michael McKean,9,dog show|gay|gay character|gay couple|gay interest,340,USA,PG-13,6000000,2000,925,7.5,0,12621249,210.35415
John Carpenter,201,106,0,381,Adrienne Barbeau,742,25244700,Action,NA,Donald Pleasence,Escape from New York ,91017,2270,Tom Atkins,1,1990s|police|prison|rescue|year 1997,284,Others,R,6000000,1981,602,7.2,0,19244700,320.745
Spike Lee,22,121,0,182,Ossie Davis,413,14545844,Comedy,Musical,Tisha Campbell-Martin,School Daze ,4756,1284,Bill Nunn,4,beauty salon|black college|college|fraternity|sorority,38,USA,R,6500000,1988,282,5.8,624,8045844,123.78221538461538
Fred Savage,52,89,0,405,Brian Doyle-Murray,555,13235267,Comedy,NA,Lochlyn Munro,Daddy Day Camp ,12339,1752,Tamala Jones,2,competition|estranged father|skunk|summer camp|wall,32,USA,PG,6000000,2007,484,2.9,256,7235267,120.58778333333333
Donald Petrie,34,104,80,658,Lili Taylor,8000,12793213,Comedy,Romance,Julia Roberts,Mystic Pizza ,18286,10430,Conchata Ferrell,4,commitment|marriage|pizza|title appears in writing|woman wearing only a man's shirt,73,USA,R,6000000,1988,960,6.2,0,6793213,113.22021666666666
Peter Howitt,88,99,29,161,Kevin McNally,711,11883495,Comedy,Fantasy,Jeanne Tripplehorn,Sliding Doors ,52805,1462,John Lynch,1,alternative reality|multiple outcomes|parallel time|serendipity|twist of fate,278,Others,R,9000000,1998,427,6.8,0,2883495,32.038833333333336
Rusty Cundieff,25,98,38,360,Clarence Williams III,1000,11797927,Comedy,Thriller,Corbin Bernsen,Tales from the Hood ,4582,3221,David Alan Grier,0,child abuse|death|drugs|ku klux klan|police brutality,52,USA,R,6000000,1995,475,6.1,985,5797927,96.63211666666666
Kevin Macdonald,252,121,162,25,Simon McBurney,1000,17605861,Biography,History,David Oyelowo,The Last King of Scotland ,145580,1184,Abby Mukiibi Nkaaga,1,1970s|assassination|doctor|scottish|ugandan,351,Others,R,6000000,2006,149,7.7,0,11605861,193.43101666666666
Dominique Othenin-Girard,137,96,2,120,Tamara Glynn,742,11642254,Horror,NA,Donald Pleasence,Halloween 5 ,22929,1308,Troy Evans,1,cat|halloween|kitten|michael myers|psychotronic,287,USA,X,3000000,1989,256,5.2,926,8642254,288.0751333333333
Richard Linklater,231,99,0,84,Brandon Smith,11000,9203192,Comedy,Drama,Matthew McConaughey,Bernie ,45396,11328,Rick Dial,1,funeral|stockbroker|texas|vacation|widow,136,USA,PG-13,5000000,2011,106,6.8,15000,4203192,84.06384
Jean-Jacques Mantello,9,42,0,NA,Daryl Hannah,844,7518876,Adventure,Short,Charlotte Rampling,Dolphins and Whales 3D: Tribes of the Ocean ,172,844,NA,0,3d in title|animal in title|digit in title|dolphin|manatee,5,Others,NA,6000000,2008,0,6.5,28,1518876,25.3146
Ed Harris,115,122,0,221,Bud Cort,697,8596914,Biography,NA,John Heard,Pollock ,23023,1517,Amy Madigan,0,1940s|artist|drinking|life magazine|painter,148,USA,R,6000000,2000,394,7,0,2596914,43.2819
Risa Bramon Garcia,67,101,112,612,Dave Chappelle,1000,6851636,Comedy,Romance,Janeane Garofalo,200 Cigarettes ,13010,2697,Gaby Hoffmann,5,bartender|friend|new year's eve|party|punk,182,USA,R,6000000,1999,744,5.9,0,851636,14.193933333333334
Brian Klugman,216,102,49,10000,Bradley Cooper,24000,11434867,Drama,Romance,J.K. Simmons,The Words ,59637,51355,Olivia Wilde,1,american in paris|book|love|novel|writer,130,USA,PG-13,6000000,2012,14000,7.1,21000,5434867,90.58111666666666
Matt Piedmont,133,84,4,546,Adrian Martinez,8000,5895238,Comedy,NA,Will Ferrell,Casa de mi Padre ,17169,10123,Luis E. Carazo,1,absurd humor|drug lord|mexico|ranch|spaghetti western,70,USA,R,6000000,2012,806,5.5,9000,-104762,-1.7460333333333335
Raymond De Felitta,149,104,20,130,Curtiss Cook,3000,6670712,Comedy,NA,Ezra Miller,City Island ,27301,3825,Dominik García-Lorido,6,anger|family reunion|father son reunion|hugging|movie making,101,USA,PG-13,6000000,2009,591,7.4,0,670712,11.178533333333334
John Michael McDonagh,261,96,51,28,Fionnula Flanagan,3000,5359774,Comedy,Thriller,Don Cheadle,The Guard ,64794,3569,Wale Ojo,0,boat on fire|drug smuggling|fbi|fbi agent|small town,131,Others,R,6000000,2011,482,7.3,17000,-640226,-10.670433333333333
Deb Hagan,42,94,0,664,Alona Tal,1000,4693919,Comedy,NA,Drake Bell,College ,11011,4484,Haley Bennett,0,college|face slap|high school|loss of virginity|pierced nipple,78,USA,R,6500000,2008,1000,4.6,422,-1806081,-27.785861538461536
Sofia Coppola,152,90,0,826,Kathleen Turner,4000,4859475,Drama,NA,Kirsten Dunst,The Virgin Suicides ,116910,7103,Scott Glenn,0,catholic|five sisters|isolation|school|suicide,520,USA,R,6000000,1999,899,7.2,0,-1140525,-19.00875
Zach Cregger,76,90,138,263,Windell Middlebrooks,373,4542775,Comedy,NA,Hugh M. Hefner,Miss March ,18313,1831,Raquel Alessi,2,fellatio|hugh hefner|oral sex|playboy centerfold|topless female nudity,73,USA,R,6000000,2009,308,5.1,985,-1457225,-24.287083333333335
Zach Braff,149,106,0,379,Josh Gad,17000,3588432,Comedy,NA,Jim Parsons,Wish I Was Here ,29341,18947,Michael Weston,4,actor|dream sequence|genius recluse|jew|religion,93,USA,R,6000000,2014,1000,6.7,0,-2411568,-40.1928
Mark Tarlov,35,96,3,353,Dylan Baker,4000,4394936,Comedy,Fantasy,Sarah Michelle Gellar,Simply Irresistible ,11439,5668,Lawrence Gilliard Jr.,1,chef|female chef|love|magic|restaurant,190,Others,PG-13,6000000,1999,812,5.3,901,-1605064,-26.751066666666667
John Cameron Mitchell,108,95,263,179,Miriam Shor,263,3029081,Comedy,Music,John Cameron Mitchell,Hedwig and the Angry Inch ,26300,993,Andrea Martin,0,band|rock band|sex change|song|transsexual,231,USA,R,6000000,2001,261,7.8,0,-2970919,-49.515316666666664
Sheldon Lettich,17,99,23,82,Ryan Bollman,97,3273588,Action,NA,Antoni Corone,Only the Strong ,4195,382,Todd Susman,1,capoeira|fight|fighting|martial arts|violence,50,USA,PG-13,6000000,1993,91,6.7,0,-2726412,-45.4402
Billy Ray,129,99,53,491,Rosario Dawson,4000,2207975,Drama,NA,Hayden Christensen,Shattered Glass ,28855,8297,Cas Anvar,0,fabricated facts|journalist|stephen glass|the new republic|writer,190,USA,PG-13,6000000,2003,3000,7.2,0,-3792025,-63.20041666666667
David Atkins,84,95,8,15,Lynne Thigpen,244,2025238,Comedy,Drama,Chelcie Ross,Novocaine ,9589,489,Polly Noonan,3,dentist|drugs|murder|sex|sunflower,105,USA,R,6000000,2001,230,5.8,289,-3974762,-66.24603333333333
Jonathan Levine,147,99,129,362,Aaron Yoo,976,2077046,Comedy,Romance,Mary-Kate Olsen,The Wackness ,27266,2748,Method Man,2,ice cream|marijuana|new york city|summer|therapy,75,USA,R,6000000,2008,617,7,0,-3922954,-65.38256666666666
Sylvio Tabet,17,107,0,284,Kari Wuhrer,721,869325,Action,Fantasy,Michael Berryman,Beastmaster 2: Through the Portal of Time ,2281,2000,Marc Singer,2,beast|beastmaster|psychotronic|sword and sorcery|warrior,16,USA,PG-13,6000000,1991,514,3.8,125,-5130675,-85.51125
Rick Bieber,16,90,11,316,Kendrick Cross,767,399611,Biography,Sport,Aidan Quinn,The 5th Quarter ,1245,2370,Sammy Nagi Njuguna,2,athletic training|football practice|funeral|gymnasium|man crying,29,USA,PG,6000000,2010,529,5.7,0,-5600389,-93.33981666666666
Shana Feste,63,96,19,71,Zoë Kravitz,1000,115862,Drama,NA,Jennifer Ehle,The Greatest ,7394,2163,Cara Seymour,2,car crash|loss|self help group|teenage mother|title directed by female,50,USA,R,6000000,2009,943,6.7,0,-5884138,-98.06896666666667
Wayne Wang,56,104,61,451,Russell Wong,974,1346503,Drama,NA,Bingbing Li,Snow Flower and the Secret Fan ,3024,2430,Ji-hyun Jun,0,car hitting pedestrian|china|fan|nineteenth century|reversal of fortune,22,Others,PG-13,6000000,2011,595,6.1,0,-4653497,-77.55828333333334
Joey Lauren Adams,36,97,781,90,Diane Ladd,596,117560,Drama,NA,Tim Blake Nelson,Come Early Morning ,2330,1081,Ritchie Montgomery,0,church|drink|knocking on a door|love|three word title,29,USA,R,6000000,2006,206,6.2,224,-5882440,-98.04066666666667
Peter Cattaneo,47,107,11,419,Olivia Williams,773,54606,Comedy,Romance,James Nesbitt,Lucky Break ,1940,2440,Peter McNamara,0,escape|prison|prison escape|sadism|solitary confinement,34,Others,PG-13,6000000,2001,766,6.2,30,-5945394,-99.0899
S.R. Bindler,26,85,0,499,Scott Glenn,11000,36497,Comedy,NA,Matthew McConaughey,"Surfer, Dude ",7367,14599,Sarah Wright,0,barefoot|endorsement|surfboard|virtual reality|waves,37,USA,R,6000000,2008,826,4.7,850,-5963503,-99.39171666666667
Stefan Ruzowitzky,162,95,24,874,Olivia Wilde,16000,65804,Crime,Thriller,Charlie Hunnam,Deadfall ,32512,27575,Sissy Spacek,1,police officer|police officer killed|police officer shot|sex scene,86,USA,R,12000000,2012,10000,6.3,0,-11934196,-99.45163333333333
